name;real_name;Creador;creation_date;superpowers;intelligence_score;strength_score;speed_score;durability_score;Creador;type_race;height ;weight ;has_telepathy;has_magic;has_immortality
Jack Power (brother);;Lego;15/6/05;;15;19;35;67;Bad;Other;39.7;105.77;0.0;0.0;1.0
Link;Link;Marvel_Comics;3/2/56;Accelerated Healing, Acrobatics, Agility, Animal Attributes, Clairvoyance, Cryokinesis, Dimensional Awareness, Duplication, Durability, Endurance, Enhanced Senses, Fire Control, Flight, Force Fields, Illusions, Immortality, Indomitable Will, Intelligence, Invisibility, Jump, Light Control, Magic, Magic Resistance, Magnetism, Marksmanship, Mind Control, Mind Control Resistance, Peak Human Condition, Reflexes, Regeneration, Self-Sustenance, Stamina, Stealth, Summoning, Super Speed, Super Strength, Telepathy Resistance, Time Manipulation, Time Travel, Transmutation, Wallcrawling, Weapon-based Powers, Weapons Master, Weather Control, Wind Control;16;91;74;71;Good;Human;146.44;413.13;0.0;0.0;0.0
Little Epic;Eilliott Kipp;Shueisha;24/5/72;Super Speed;63;93;88;88;Bad;Alien;275.98;224.24;0.0;0.0;0.0
Invisible Woman (FOX);Susan Storm;DC_Comics;12/6/02;;48;86;68;53;Neutral;MetaHuman;217.42;501.29;0.0;0.0;0.0
Human Torch - Brother and Teammate;;DC_Comics;28/7/02;;46;56;65;91;Bad;Mutant;245.6;633.13;0.0;0.0;0.0
The Thing - Friend and Teammate;,Female,Human / Radiation,5'4 • 163 cm,110 lb • 50 kg,Blue,Blond,,/pictures2/portraits/11/050/14293.jpg?v=1553445253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0;Shueisha;20/4/07;;20;60;92;58;Good;Human;112.2;315.02;0.0;0.0;0.0
Iron Baron;Unknown;Marvel_Comics;18/2/74;Ability Shift, Absorption, Agility, Camouflage, Changing Armor, Dexterity, Durability, Endurance, Energy Absorption, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Hacking, Insanity, Intelligence, Longevity, Marksmanship, Natural Armor, Peak Human Condition, Power Nullifier, Power Suit, Reflexes, Regeneration, Stamina, Stealth, Summoning, Super Strength, Weapon-based Powers, Weapons Master;88;92;71;47;Good;MetaHuman;227.86;716.77;1.0;0.0;0.0
Iron Destroyer;Tony Stark;Marvel_Comics;11/1/80;Accelerated Healing, Adaptation, Agility, Cloaking, Cold Resistance, Dexterity, Dimensional Awareness, Durability, Elemental Transmogrification, Endurance, Energy Absorption, Energy Beams, Energy Blasts, Energy Manipulation, Energy Resistance, Fire Resistance, Heat Resistance, Intelligence, Invulnerability, Jump, Longevity, Magic, Magic Resistance, Mind Control Resistance, Natural Armor, Natural Weapons, Power Absorption, Power Augmentation, Reflexes, Sealing, Separation, Stamina, Stealth, Super Speed, Super Strength, Telepathy Resistance, Toxin and Disease Resistance, Underwater breathing, Weapons Master;66;45;88;80;Good;God_Eternal;127.51;360.68;0.0;0.0;0.0
Iron Fist (MCU);Danny Rand;Marvel_Comics;29/7/39;Agility, Durability, Empathy, Endurance, Energy Absorption, Energy Blasts, Energy Manipulation, Marksmanship, Reflexes, Stamina, Super Strength, Weapons Master;94;52;71;88;Good;God_Eternal;185.52;231.1;0.0;0.0;1.0
Iron Fist;Danny Rand;Other;9/7/55;;34;95;35;93;Good;God_Eternal;53.72;362.48;0.0;0.0;0.0
Iron Man (MCU);Tony Stark;Marvel_Comics;2/12/41;Audio Control, Cold Resistance, Energy Beams, Energy Blasts, Energy Resistance, Fire Control, Fire Resistance, Flight, Intelligence, Light Control, Super Speed, Super Strength, Weapons Master;5;13;67;36;Bad;God_Eternal;38.83;593.15;0.0;0.0;0.0
Iron Man (Model 45);Tony Stark;Dark_Horse_Comics;26/3/07;Ability Shift, Absorption, Accelerated Healing, Agility, Durability, Element Control, Endurance, Energy Absorption, Energy Beams, Energy Blasts, Energy Manipulation, Flight, Force Fields, Hacking, Heat Resistance, Intelligence, Invisibility, Magnetism, Marksmanship, Perfect Recollection, Power Augmentation, Power Nullifier, Power Suit, Radiation Immunity, Reflexes, Summoning, Weapon Creation;81;43;95;90;Good;Mutant;137.04;617.47;0.0;0.0;0.0
Iron Man (Sorceror Supreme);Doctor Anthony Stark;DC_Comics;24/4/70;Accelerated Healing, Agility, Astral Projection, Banish, Cryokinesis, Dexterity, Dimensional Awareness, Dimensional Travel, Durability, Element Control, Endurance, Energy Blasts, Fire Control, Flight, Force Fields, Hypnokinesis, Illusions, Immortality, Intangibility, Intelligence, Invisibility, Longevity, Magic, Marksmanship, Phasing, Reflexes, Regeneration, Stamina, Stealth, Summoning, Super Speed, Super Strength, Telekinesis, Telepathy, Teleportation, Time Manipulation, Time Travel;22;82;31;73;Bad;Alien;177.66;717.44;0.0;1.0;0.0
Iron Man (Thorbuster);Tony Stark;Other;20/7/84;Accelerated Healing, Agility, Bullet Time, Durability, Energy Absorption, Energy Beams, Energy Blasts, Flight, Force Fields, Intelligence, Magic, Magic Resistance, Magnetism, Marksmanship, Natural Armor, Power Suit, Radar Sense, Radiation Immunity, Stamina, Super Speed, Super Strength, Underwater breathing, Vision - Infrared, Vision - Night, Vision - Telescopic, Vision - Thermal, Weapons Master;14;64;30;76;Good;Mutant;67.92;819.69;1.0;0.0;0.0
Iron Man (Wild West);Tony Stark;Other;23/3/86;Electrokinesis, Energy Beams, Energy Blasts, Flight, Intelligence, Jump, Power Suit, Weapon-based Powers;47;48;77;70;Bad;Mutant;124.43;747.06;0.0;0.0;0.0
Iron Man;Tony Stark;Marvel_Comics;7/5/82;;40;67;19;82;Neutral;MetaHuman;259.24;52.93;0.0;0.0;0.0
Iron Monger (MCU);Obadiah Stane;Shueisha;8/3/06;Durability, Flight, Invulnerability, Jump, Super Strength;51;68;99;58;Good;Other;140.03;219.8;0.0;1.0;1.0
Iron Monger;Obadiah Stane;DC_Comics;29/5/51;;21;97;15;39;Bad;Other;128.71;11.93;0.0;0.0;0.0
IT;Pennywise the Dancing Clown;Shueisha;26/4/95;Agility, Animal Control, Animal Oriented Powers, Cloaking, Density Control, Dimensional Awareness, Duplication, Durability, Elasticity, Empathy, Entropy Projection, Hypnokinesis, Illusions, Insanity, Intelligence, Invisibility, Jump, Matter Manipulation, Mind Control, Mind Control Resistance, Omnilingualism, Plant Control, Regeneration, Shapeshifting, Size Changing, Spatial Awareness, Stealth, Super Speed, Super Strength, Telekinesis, Telepathy, Teleportation, Wallcrawling;26;74;37;22;Bad;Mutant;88.89;993.34;0.0;0.0;0.0
Itachi Uchiha;Uchiha Itachi;Other;23/6/10;;65;81;50;67;Good;God_Eternal;237.96;187.22;1.0;0.0;0.0
J. Jonah Jameson;John Jonah Jameson, Jr.;Lego;30/3/61;;78;11;36;40;Good;MetaHuman;158.64;881.89;0.0;1.0;0.0
Jack Bauer;Kiefer Sutherland;Lego;24/3/01;;29;26;31;32;Bad;Other;60.85;493.43;0.0;0.0;0.0
Jack Frost;Jackson Overland Frost;DC_Comics;7/2/68;Agility, Cryokinesis, Element Control, Energy Blasts, Flight, Immortality, Magic, Plant Control, Reflexes, Summoning, Weapon-based Powers;77;71;90;13;Good;Human;280.41;306.91;0.0;0.0;0.0
Jack-Jack;Jack-Jack Parr;Lego;19/7/11;;35;36;5;94;Good;Human;74.45;937.2;0.0;0.0;0.0
Jack Kirby;Jack Kirby;Marvel_Comics;26/11/82;;64;7;8;56;Neutral;God_Eternal;113.49;91.66;1.0;0.0;0.0
Jack of Hearts;Jonathan Hart;Shueisha;18/3/48;Accelerated Healing, Cold Resistance, Durability, Energy Blasts, Flight, Heat Resistance, Intelligence, Stamina, Super Speed, Super Strength;41;17;47;32;Neutral;Alien;178.98;447.5;0.0;0.0;0.0
Jack Sparrow;Jack Sparrow;DC_Comics;6/11/17;Agility, Intelligence, Marksmanship, Stamina, Weapon-based Powers, Weapons Master;24;85;70;71;Bad;Alien;116.44;784.19;0.0;0.0;1.0
Jacob Frye;Jacob Frye;DC_Comics;17/4/49;Agility, Danger Sense, Durability, Energy Manipulation, Intelligence, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Vision - Cryo, Weapons Master;49;64;93;27;Good;God_Eternal;23.79;70.95;0.0;0.0;0.0
Jaime Lannister;;Lego;29/1/78;;12;93;54;6;Good;God_Eternal;265.27;341.81;0.0;1.0;0.0
James Bond (Craig);James Bond;Dark_Horse_Comics;26/4/43;Durability, Intelligence, Marksmanship, Reflexes, Stamina, Stealth, Weapons Master;17;21;63;7;Bad;Mutant;222.19;270.52;1.0;0.0;0.0
James Gordon;;Marvel_Comics;15/6/76;Danger Sense, Intelligence, Marksmanship, Weapon-based Powers, Weapons Master;97;40;26;83;Good;MetaHuman;265.88;817.4;0.0;0.0;0.0
Sarah Essen Gordon (wife; deceased);Dark_Horse_Comics;9/11/15;;10;38;48;42;Good;Mutant;177.57;689.14;0.0;0.0;0.0
Roger Gordon (brother; deceased);Other;8/7/72;;53;26;83;49;Good;MetaHuman;205.74;624.87;0.0;1.0;1.0
Thelma Gordon (sister-in-law; deceased);Shueisha;24/10/74;;91;30;83;35;Neutral;MetaHuman;161.07;238.96;0.0;0.0;0.0
"Barbara """"Babs"""" Gordon (niece/adopted daughter)";;Marvel_Comics;15/5/81;;68;69;60;38;Neutral;Other;148.47;973.83;0.0;0.0;0.0
James T. Kirk;James T. Kirk;Other;12/9/05;;58;48;23;23;Good;Human;251.62;583.87;0.0;1.0;0.0
Jane Foster (MCU);Jane Foster;DC_Comics;3/4/71;;49;80;83;93;Bad;Human;267.22;662.26;0.0;0.0;0.0
Jango Fett;;DC_Comics;23/8/99;Element Control, Fire Control, Flight, Peak Human Condition, Weapons Master;29;65;69;57;Neutral;Mutant;268.57;713.2;0.0;0.0;0.0
Jar Jar Binks;Jar Jar Binks;Marvel_Comics;1/2/21;Agility, Enhanced Smell, Stealth, Sub-Mariner;73;90;96;43;Good;MetaHuman;289.66;385.61;0.0;0.0;0.0
Jay (The LEGO Ninjago Movie);Jay Gordon;Marvel_Comics;10/4/20;;7;97;64;65;Good;God_Eternal;201.11;787.39;1.0;0.0;0.0
Jay;Jay Gordon;Marvel_Comics;25/8/21;Agility, Animal Control, Dexterity, Durability, Electrical Transport, Electrokinesis, Element Control, Endurance, Flight, Force Fields, Intelligence, Marksmanship, Peak Human Condition, Power Nullifier, Reflexes, Stamina, Stealth, Summoning, Super Speed, Super Strength, Teleportation, Weapon-based Powers, Weapons Master, Wind Control;7;63;87;72;Bad;Alien;135.85;596.19;0.0;0.0;1.0
Unnamed (mother);;Lego;23/8/56;;60;40;6;22;Bad;MetaHuman;89.73;866.25;0.0;0.0;0.0
Ed Walker (adoptive father);;Shueisha;24/6/80;;76;23;43;94;Good;Mutant;294.98;733.69;0.0;1.0;0.0
Jean Grey;Jean Grey;DC_Comics;1/8/73;;59;76;19;70;Bad;MetaHuman;220.88;622.62;0.0;0.0;0.0
Jemma Simmons (MCU);Jemma Anne Simmons;DC_Comics;15/9/61;;33;89;78;100;Neutral;MetaHuman;92.24;694.21;0.0;0.0;0.0
Jennifer Kale;Jennifer Kale;Shueisha;7/10/07;Force Fields, Magic, Portal Creation;74;36;54;94;Bad;Mutant;70.98;295.34;0.0;1.0;1.0
Jerome Valeska;Jerome Valeska;Lego;29/5/71;Agility, Durability, Endurance, Enhanced Memory, Insanity, Intelligence, Intuitive aptitude, Marksmanship, Resurrection, Stamina, Weapons Master;85;90;25;100;Bad;Alien;240.95;767.95;0.0;0.0;0.0
Jesse Custer;Jesse Custer;Marvel_Comics;22/1/74;Agility, Intelligence, Marksmanship, Mind Control, Reflexes, Stamina, Weapons Master;50;57;81;22;Bad;Alien;225.62;68.73;0.0;0.0;0.0
Jesse Quick (CW);Jesse Wells;Marvel_Comics;17/12/53;Accelerated Healing, Agility, Bullet Time, Cold Resistance, Dimensional Travel, Durability, Electrokinesis, Endurance, Energy Blasts, Enhanced Memory, Enhanced Senses, Flight, Gliding, Heat Generation, Intangibility, Intelligence, Intuitive aptitude, Invisibility, Marksmanship, Phasing, Power Suit, Reflexes, Speed Force, Stamina, Stealth, Super Speed, Super Strength, Time Travel;21;47;40;21;Good;Mutant;233.99;195.98;1.0;0.0;0.0
Jesse Quick;Jesse Chambers;DC_Comics;22/3/83;Accelerated Healing, Agility, Enhanced Senses, Flight, Intelligence, Longevity, Phasing, Reflexes, Speed Force, Stamina, Super Speed, Super Strength;51;25;72;25;Bad;God_Eternal;252.01;106.94;0.0;1.0;0.0
Jessica Jones;Jessica Campbell Jones Cage;Dark_Horse_Comics;24/11/66;;65;78;46;98;Neutral;Alien;112.63;77.27;0.0;0.0;0.0
Jigsaw (MCU);Billy Russo;Dark_Horse_Comics;4/5/47;Agility, Durability, Intelligence, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;47;34;17;72;Good;Alien;189.39;30.41;0.0;0.0;0.0
Jim Powell;Jim Powell;Other;10/8/71;Durability, Jump, Super Strength;95;100;44;6;Bad;Mutant;209.08;944.67;0.0;0.0;0.0
Jimmy Neutron;Jimmy Neutron;Dark_Horse_Comics;10/11/36;;32;5;37;11;Neutral;Mutant;18.39;195.44;1.0;0.0;0.0
Jiraiya;;Marvel_Comics;28/9/69;Adaptation, Agility, Animal Control, Duplication, Energy Constructs, Energy Manipulation, Fire Control, Fire Resistance, Hair Manipulation, Intelligence, Invisibility, Marksmanship, Peak Human Condition, Possession, Radar Sense, Reflexes, Stamina, Stealth, Summoning, Super Speed, Super Strength, Wallcrawling, Water Control, Weapon-based Powers, Weapons Master;39;89;45;14;Bad;MetaHuman;133.56;407.88;0.0;0.0;0.0
JJ Powell;JJ Powell ;Marvel_Comics;12/7/15;Intelligence;32;7;58;36;Good;MetaHuman;198.07;574.94;0.0;0.0;1.0
Joe Wilson (CW);Joe Wilson;Dark_Horse_Comics;28/9/93;Agility, Durability, Endurance, Intelligence, Marksmanship, Peak Human Condition, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;45;84;97;12;Bad;Mutant;196.35;343.42;0.0;0.0;0.0
Johann Krauss;Johann Krauss;Other;26/2/88;;60;89;5;39;Good;Alien;160.55;412.28;0.0;1.0;0.0
John Constantine (Power Of Shazam);John Constantine;Lego;30/8/10;Accelerated Healing, Acrobatics, Agility, Astral Projection, Attack Reflection, Banish, Blessed, Clairvoyance, Cold Resistance, Dexterity, Dimensional Travel, Durability, Electrokinesis, Endurance, Energy Constructs, Energy Manipulation, Energy Resistance, Enhanced Memory, Enhanced Senses, Extrasensory Perception, Fire Control, Force Fields, Illusions, Immortality, Indomitable Will, Information Analysis, Intelligence, Invisibility, Invulnerability, Jump, Longevity, Magic, Magic Resistance, Marksmanship, Memory Manipulation, Mind Control, Necromancy, Omnilingualism, Peak Human Condition, Plant Control, Portal Creation, Power Nullifier, Precognition, Probability Manipulation, Purification, Reflexes, Regeneration, Sealing, Self-Sustenance, Sleep Manipulation, Soul Manipulation, Stamina, Stealth, Summoning, Super Speed, Super Strength, Telekinesis, Telepathy, Telepathy Resistance, Teleportation, Toxin and Disease Resistance, Transformation, Unholy Manipulation, Weapons Master;89;55;24;26;Good;God_Eternal;278.6;440.23;1.0;0.0;0.0
John Constantine;John Constantine;DC_Comics;2/12/14;;62;62;63;22;Neutral;Mutant;175.87;419.05;0.0;0.0;0.0
John Pilgrim (MCU);Robert Pilgrim;Lego;21/1/03;Agility, Durability, Endurance, Marksmanship, Stamina, Stealth, Weapon-based Powers, Weapons Master;56;74;12;17;Neutral;Other;162.91;383.95;0.0;0.0;0.0
John Wraith;John Wraith;Marvel_Comics;18/4/18;Longevity, Psionic Powers, Teleportation;56;22;27;85;Bad;Alien;40.6;265.34;0.0;1.0;1.0
Johnny Quick;Jonathan Allen;Dark_Horse_Comics;25/11/15;Accelerated Healing, Agility, Durability, Enhanced Senses, Force Fields, Phasing, Reflexes, Sonar, Speed Force, Stamina, Super Speed, Teleportation, Wind Control;78;88;25;58;Bad;MetaHuman;180.0;358.21;0.0;0.0;0.0
Joker (Gotham);Jeremiah Valeska;Dark_Horse_Comics;22/3/44;;14;43;10;93;Bad;Alien;277.73;794.68;0.0;0.0;0.0
Paul Cicero (father);;Other;4/5/45;;64;28;80;85;Neutral;God_Eternal;54.58;976.28;1.0;0.0;0.0
Jerome Valeska (twin brother);;Dark_Horse_Comics;21/7/68;;65;58;46;74;Bad;God_Eternal;277.89;536.59;0.0;1.0;0.0
Joker;Jack Napier;Shueisha;12/5/02;;17;88;99;57;Neutral;Human;195.96;589.66;0.0;0.0;0.0
Jolt;Helen Takahama;Shueisha;2/4/95;;95;26;65;27;Neutral;Other;76.02;964.65;0.0;0.0;0.0
Jonah Hex (CW);Jonah Hex;Shueisha;28/8/80;Agility, Endurance, Intelligence, Marksmanship, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;76;62;35;71;Neutral;God_Eternal;270.13;62.59;1.0;0.0;0.0
Jonah Hex;;Marvel_Comics;1/12/96;Agility, Intelligence, Marksmanship, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;54;34;30;19;Neutral;MetaHuman;297.84;671.17;0.0;0.0;0.0
Jor-El;Jor-El;DC_Comics;19/7/80;Energy Beams, Marksmanship, Weapon-based Powers, Weapons Master;82;36;44;89;Bad;Human;291.73;645.5;0.0;0.0;1.0
Josiah Power;Josiah Power;DC_Comics;18/8/85;;6;74;35;94;Good;MetaHuman;107.57;882.51;0.0;0.0;0.0
Jubilee;Jubilation Lee;Marvel_Comics;2/4/19;Energy Absorption, Energy Blasts, Energy Manipulation;98;53;84;16;Good;MetaHuman;159.14;60.24;0.0;0.0;0.0
Juggernaut (FOX);Cain Marko;Lego;21/5/06;Accelerated Healing, Agility, Cold Resistance, Dexterity, Durability, Endurance, Energy Resistance, Fire Resistance, Heat Resistance, Immortality, Longevity, Mind Control Resistance, Power Augmentation, Radiation Immunity, Regeneration, Self-Sustenance, Stamina, Super Speed, Super Strength, Telepathy Resistance;41;40;85;66;Bad;God_Eternal;113.38;944.84;1.0;0.0;1.0
Juggernaut;Cain Marko;DC_Comics;6/10/88;;84;48;78;67;Good;Other;266.95;17.29;0.0;1.0;0.0
Junkpile;;Shueisha;27/10/60;Durability, Invulnerability, Magnetism, Regeneration, Stamina, Super Strength, Telekinesis;45;17;91;28;Good;MetaHuman;122.35;54.3;1.0;0.0;0.0
Justice;Vance Astrovik;Shueisha;1/5/90;;49;40;45;84;Neutral;MetaHuman;64.14;153.59;0.0;0.0;0.0
Jyn Erso;Jyn Erso;Shueisha;24/12/51;;40;56;28;38;Neutral;God_Eternal;45.08;195.14;0.0;0.0;0.0
K-2SO;;DC_Comics;22/9/44;Durability, Marksmanship, Natural Armor, Stamina;64;37;89;9;Bad;MetaHuman;132.79;271.63;0.0;1.0;1.0
Kabuto Yakushi;Yakushi Kabuto;DC_Comics;20/3/82;Absorption, Acrobatics, Afterimage Creation, Agility, Animal Attributes, Animal Control, Animal Oriented Powers, Biokinesis, Chi Manipulation, Durability, Durability Negation, Energy Absorption, Enhanced Senses, Extrasensory Perception, Force Fields, Illusions, Intelligence, Life Manipulation, Light Control, Mind Control, Necromancy, Ninjutsu, Reflexes, Regeneration, Shapeshifting, Sleep Manipulation, Stamina, Statistics Amplification, Stealth, Summoning, Super Speed, Super Strength, Terrakinesis, Toxin and Disease Control, Vitakinesis, Wallcrawling, Water Control, Wind Control;16;47;38;47;Bad;Mutant;135.58;11.79;0.0;0.0;0.0
Kaecilius (MCU);Kaecilius;Marvel_Comics;9/11/76;Agility, Astral Projection, Astral Travel, Darkforce Manipulation, Dimensional Travel, Durability, Endurance, Energy Beams, Energy Constructs, Illusions, Magic, Marksmanship, Peak Human Condition, Portal Creation, Reflexes, Stamina, Stealth, Teleportation, Weapons Master;25;64;98;61;Neutral;Human;66.7;714.98;0.0;0.0;0.0
Kaguya Ōtsutsuki;Ōtsutsuki Kaguya;Dark_Horse_Comics;8/11/69;Absorption, Agility, Bone Manipulation, Chi Manipulation, Dimensional Travel, Durability Negation, Element Control, Enhanced Sight, Extrasensory Perception, Flight, Hair Manipulation, Illusions, Immortality, Invulnerability, Master Martial Artist, Mind Control, Ninjutsu, Paralysis, Portal Creation, Power Nullifier, Precognition, Reflexes, Regeneration, Self-Sustenance, Spatial Manipulation, Stamina, Statistics Amplification, Super Speed, Super Strength, Teleportation, Time Manipulation, Vision - X-Ray;85;63;15;45;Bad;Other;113.91;466.3;1.0;0.0;0.0
Kai (The LEGO Ninjago Movie);Kai;Marvel_Comics;11/7/09;Element Control, Fire Control, Fire Resistance, Heat Generation, Heat Resistance, Weapon-based Powers, Weapons Master;73;20;86;21;Good;Human;240.9;288.23;0.0;1.0;0.0
Kakashi Hatake;Kakashi Hatake;DC_Comics;19/10/01;;77;63;98;85;Neutral;Mutant;282.22;550.59;0.0;0.0;0.0
Kale;Kale;Other;15/4/73;;19;76;41;30;Bad;Alien;20.12;733.48;0.0;0.0;0.0
Kang;Nathaniel Richards;Other;9/12/09;;85;82;89;6;Bad;Other;299.09;571.76;0.0;0.0;0.0
Kanto;Iluthin;Shueisha;22/12/88;Agility, Energy Blasts, Energy Resistance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Heat Resistance, Immortality, Information Analysis, Intelligence, Intuitive aptitude, Invulnerability, Longevity, Marksmanship, Reflexes, Stamina, Stealth, Super Speed, Super Strength, Telepathy Resistance, Teleportation, Toxin and Disease Resistance, Weapon Creation, Weapon-based Powers, Weapons Master;29;74;81;39;Neutral;Mutant;48.77;942.51;1.0;0.0;0.0
Kapau;Kapau;Dark_Horse_Comics;25/2/45;Agility, Dexterity, Endurance, Insanity, Intelligence, Marksmanship, Reflexes, Stamina, Stealth, Weapon-based Powers, Weapons Master;80;22;45;81;Good;Other;183.79;331.41;0.0;0.0;0.0
Kapau'rai;Kapau;DC_Comics;3/2/63;Accelerated Healing, Agility, Animal Attributes, Animal Control, Animal Oriented Powers, Cloaking, Dexterity, Durability, Endurance, Energy Resistance, Enhanced Hearing, Enhanced Memory, Enhanced Senses, Enhanced Sight, Enhanced Smell, Enhanced Touch, Fire Resistance, Heat Resistance, Insanity, Intelligence, Invulnerability, Jump, Longevity, Marksmanship, Natural Armor, Natural Weapons, Peak Human Condition, Photographic Reflexes, Reflexes, Regeneration, Self-Sustenance, Stamina, Stealth, Summoning, Super Speed, Super Strength, Telepathy Resistance, Toxin and Disease Resistance, Transformation, Vision - Night, Wallcrawling, Weapons Master;76;33;32;78;Neutral;God_Eternal;165.95;814.16;0.0;0.0;1.0
Karlof;Karlof;DC_Comics;30/6/96;Accelerated Healing, Agility, Berserk Mode, Changing Armor, Dexterity, Durability, Element Control, Emotional Power Up, Endurance, Energy Resistance, Enhanced Touch, Fire Resistance, Heat Resistance, Intelligence, Invulnerability, Jump, Latent Abilities, Longevity, Marksmanship, Metal Manipulation, Natural Armor, Peak Human Condition, Power Suit, Reflexes, Stamina, Statistics Amplification, Stealth, Super Speed, Super Strength, Toxin and Disease Resistance, Transformation, Weapon-based Powers, Weapons Master;46;62;99;77;Neutral;MetaHuman;92.24;675.36;0.0;0.0;0.0
